Depth_BML,Temperature,Age,Beta
3300,217.29245221673204,24.75,9.607185177613632
3400,222.66495076875424,25.5,10.037476581112236
3500,228.0374493207764,26.25,10.459922343377876
3600,233.4099478727986,27.0,10.85390370600368
3700,238.7824464248208,27.75,11.199651033302118
3800,244.15494497684296,28.5,11.481993054175138
3900,249.52744352886515,29.25,11.693754086123953
4000,254.8999420808873,30.0,11.83741400090049
4100,260.27244063290954,30.75,11.924014562623226
4200,265.6449391849317,31.5,11.9694548875056
4300,271.01743773695387,32.25,11.989719499285297
4400,276.38993628897606,33.0,11.99719210615634
4500,281.76243484099825,33.75,11.999399725691866
4600,287.13493339302045,34.5,11.99990365791566
4700,292.50743194504264,35.25,11.999988935394734
4800,297.8799304970648,36.0,11.99999913946824
4900,303.25242904908697,36.75,11.999999957453223
5000,308.62492760110916,37.5,11.99999999875592
5100,313.99742615313136,38.25,11.99999999998019
5200,319.3699247051535,39.0,11.999999999999844
5300,324.74242325717574,39.75,11.999999999999998
5400,330.1149218091979,40.5,12.0
5500,335.4874203612201,41.25,12.0
5600,340.85991891324227,42.0,12.0
5700,346.23241746526446,42.75,12.0
5800,351.6049160172866,43.5,12.0
5900,356.97741456930885,44.25,12.0
6000,362.349913121331,45.0,12.0
6100,367.7224116733532,45.75,12.0
6200,373.0949102253754,46.5,12.0
6300,378.4674087773976,47.25,12.0
6400,383.8399073294197,48.0,12.0
6500,389.2124058814419,48.75,12.0
6600,394.5849044334641,49.5,12.0
6700,399.9574029854863,50.25,12.0
6800,405.3299015375085,51.0,12.0
6900,410.7024000895306,51.75,12.0
7000,416.0748986415528,52.5,12.0
7100,421.44739719357506,53.25,12.0
7200,426.8198957455972,54.0,12.0
7300,432.1923942976194,54.75,12.0
7400,437.5648928496416,55.5,12.0
7500,442.9373914016638,56.25,12.0
7600,448.3098899536859,57.0,12.0
7700,453.68238850570816,57.75,12.0
7800,459.0548870577303,58.5,12.0
7900,464.4273856097525,59.25,12.0
0,40.0,0.0,6.6
100,43.79258682231902,0.75,6.600114162795693
200,47.585173644638026,1.5,6.600262346573018
300,51.37776046695704,2.25,6.6004539451006945
400,55.17034728927606,3.0,6.600700739569458
500,58.96293411159507,3.75,6.601017452234238
600,62.75552093391408,4.5,6.601422415739876
700,66.5481077562331,5.25,6.601938379446684
800,70.34069457855212,6.0,6.602593477370732
900,74.13328140087113,6.75,6.603422386010669
1000,77.92586822319014,7.5,6.604467704339591
1100,81.71845504550916,8.25,6.60578159256441
1200,85.51104186782817,9.0,6.607427710829819
1300,89.30362869014718,9.75,6.609483503752674
1400,93.0962155124662,10.5,6.612042881329337
1500,96.8888023347852,11.25,6.615219351079278
1600,100.68138915710423,12.0,6.619149659855484
1700,104.47397597942324,12.75,6.623998005966944
1800,108.26656280174224,13.5,6.62996088227899
1900,112.05914962406128,14.25,6.637272607621242
2000,115.85173644638029,15.0,6.646211595561344
2100,119.6443232686993,15.75,6.657107394283448
2200,123.4369100910183,16.5,6.670348506163473
2300,127.22949691333731,17.25,6.6863909570631055
2400,131.02208373565634,18.0,6.705767528811668
2500,134.81467055797535,18.75,6.729097488163748
2600,138.60725738029436,19.5,6.75709653492491
2700,142.3998442026134,20.25,6.790586543089706
2800,146.1924310249324,21.0,6.8305044731864335
2900,149.9850178472514,21.75,6.877909583071751
3000,153.77760466957042,22.5,6.933987751127559
3100,157.57019149188943,23.25,7.000051346984073
3200,161.36277831420847,24.0,7.077532644890892
3300,165.15536513652745,24.75,7.167968291101649
3400,168.94795195884646,25.5,7.272971847226016
3500,172.7405387811655,26.25,7.394191005086085
3600,176.5331256034845,27.0,7.533245816039663
3700,180.32571242580352,27.75,7.691644363850673
3800,184.11829924812255,28.5,7.870672962281639
3900,187.91088607044156,29.25,8.071259465037398
4000,191.70347289276057,30.0,8.293810964723706
4100,195.4960597150796,30.75,8.538031341905999
4200,199.2886465373986,31.5,8.80272999695135
4300,203.0812333597176,32.25,9.08564055755787
4400,206.8738201820366,33.0,9.383276782429988
4500,210.66640700435565,33.75,9.690860869806594
4600,214.45899382667463,34.5,10.002364532313829
4700,218.25158064899364,35.25,10.31070214946879
4800,222.04416747131268,36.0,10.608104192061326
4900,225.83675429363169,36.75,10.88667473707883
5000,229.6293411159507,37.5,11.139098683599205
5100,233.42192793826973,38.25,11.359416667317117
5200,237.2145147605887,39.0,11.54373989538053
5300,241.00710158290775,39.75,11.690750763111806
5400,244.79968840522676,40.5,11.801847512413216
5500,248.59227522754577,41.25,11.880854305271727
5600,252.3848620498648,42.0,11.933325484144508
5700,256.1774488721838,42.75,11.9655934604736
5800,259.9700356945028,43.5,11.983794671260238
5900,263.76262251682186,44.25,11.993112858712069
6000,267.55520933914084,45.0,11.997392317958044
6100,271.3477961614599,45.75,11.999132715832475
6200,275.14038298377886,46.5,11.999750573517211
6300,278.93296980609784,47.25,11.999939040272162
6400,282.72555662841694,48.0,11.999987580638408
6500,286.5181434507359,48.75,11.999997935269144
6600,290.3107302730549,49.5,11.99999972639668
6700,294.10331709537394,50.25,11.99999997184185
6800,297.8959039176929,51.0,11.99999999781278
6900,301.68849074001196,51.75,11.999999999875744
7000,305.481077562331,52.5,11.999999999995014
7100,309.27366438465,53.25,11.999999999999863
7200,313.066251206969,54.0,11.999999999999998
7300,316.85883802928805,54.75,12.0
7400,320.65142485160703,55.5,12.0
7500,324.44401167392607,56.25,12.0
7600,328.2365984962451,57.0,12.0
7700,332.0291853185641,57.75,12.0
7800,335.8217721408831,58.5,12.0
7900,339.6143589632021,59.25,12.0
0,40.0,0.0,6.6
100,43.47136071480143,0.75,6.600111648025418
200,46.942721429602855,1.5,6.600253465599289
300,50.41408214440429,2.25,6.600433018446447
400,53.88544285920571,3.0,6.6006596215093145
500,57.356803574007145,3.75,6.600944708604908
600,60.82816428880857,4.5,6.601302272602466
700,64.29952500361,5.25,6.601749388012905
800,67.77088571841142,6.0,6.602306829571566
900,71.24224643321287,6.75,6.6029998022568615
1000,74.71360714801429,7.5,6.60385880021735
1100,78.18496786281571,8.25,6.604920614267066
1200,81.65632857761715,9.0,6.606229509930403
1300,85.12768929241858,9.75,6.607838600432244
1400,88.59905000722,10.5,6.609811441471209
1500,92.07041072202142,11.25,6.612223876985604
1600,95.54177143682286,12.0,6.61516616727989
1700,99.01313215162428,12.75,6.618745432621905
1800,102.48449286642573,13.5,6.623088446466959
1900,105.95585358122716,14.25,6.628344812430507
2000,109.42721429602858,15.0,6.6346905575014095
2100,112.89857501083,15.75,6.642332170078372
2200,116.36993572563142,16.5,6.651511104328039
2300,119.84129644043286,17.25,6.662508760947671
2400,123.31265715523428,18.0,6.675651937196355
2500,126.78401787003573,18.75,6.691318714191704
2600,130.25537858483716,19.5,6.709944714686159
2700,133.72673929963858,20.25,6.73202961711176
2800,137.19810001444,21.0,6.758143748428598
2900,140.66946072924145,21.75,6.788934495647811
3000,144.14082144404284,22.5,6.825132170011491
3100,147.6121821588443,23.25,6.867554824985588
3200,151.0835428736457,24.0,6.9171113664151855
3300,154.55490358844716,24.75,6.974802098951064
3400,158.02626430324858,25.5,7.04171562870589
3500,161.49762501805,26.25,7.119020794531157
3600,164.96898573285145,27.0,7.207952043506188
3700,168.44034644765287,27.75,7.309786425582939
3800,171.9117071624543,28.5,7.425810198635654
3900,175.38306787725574,29.25,7.557272969198324
4000,178.85442859205716,30.0,7.70532743075884
4100,182.32578930685855,30.75,7.870953211528104
4200,185.79715002166,31.5,8.05486424159188
4300,189.26851073646145,32.25,8.257400542528845
4400,192.73987145126284,33.0,8.478407567045632
4500,196.2112321660643,33.75,8.717109254552522
4600,199.6825928808657,34.5,8.9719847850398
4700,203.15395359566716,35.25,9.240663366432782
4800,206.62531431046855,36.0,9.51985573209796
4900,210.09667502527,36.75,9.805344414234565
5000,213.56803574007145,37.5,10.092055934086916
5100,217.03939645487287,38.25,10.374235133863165
5200,220.5107571696743,39.0,10.645733292608186
5300,223.98211788447577,39.75,10.900406337847238
5400,227.45347859927716,40.5,11.132597742823627
5500,230.92483931407855,41.25,11.337655287482654
5600,234.39620002888003,42.0,11.512407369408036
5700,237.86756074368145,42.75,11.655511106811652
5800,241.33892145848287,43.5,11.767589806875993
5900,244.8102821732843,44.25,11.851107243863767
6000,248.2816428880857,45.0,11.909979092796371
6100,251.75300360288713,45.75,11.948986091347086
6200,255.22436431768855,46.5,11.9731083940987
6300,258.69572503249003,47.25,11.986923571318084
6400,262.1670857472914,48.0,11.994188491307533
6500,265.6384464620929,48.75,11.997663391001298
6600,269.1098071768943,49.5,11.999159572415635
6700,272.5811678916957,50.25,11.999732908155435
6800,276.05252860649716,51.0,11.999926011899609
6900,279.5238893212986,51.75,11.999982399781596
7000,282.9952500361,52.5,11.999996463186632
7100,286.46661075090145,53.25,11.999999410284996
7200,289.9379714657029,54.0,11.999999920004893
7300,293.4093321805043,54.75,11.999999991359749
7400,296.88069289530574,55.5,11.99999999927421
7500,300.3520536101072,56.25,11.999999999953788
7600,303.8234143249086,57.0,11.999999999997833
7700,307.29477503971003,57.75,11.999999999999927
7800,310.7661357545115,58.5,11.999999999999998
7900,314.2374964693129,59.25,12.0
0,40.0,0.0,6.6
100,46.191567565844416,0.75,6.600134703857661
200,52.383135131688825,1.5,6.600339683169176
300,58.57470269753324,2.25,6.600648482276847
400,64.76627026337765,3.0,6.601109193812224
500,70.95783782922206,3.75,6.601790138144274
600,77.14940539506648,4.5,6.60278751046237
700,83.34097296091089,5.25,6.6042355847187775
800,89.5325405267553,6.0,6.606320205957649
900,95.72410809259972,6.75,6.609296464610573
1000,101.91567565844412,7.5,6.613511622105869
1100,108.10724322428854,8.25,6.6194345326290875
1200,114.29881079013296,9.0,6.627692953581404
1300,120.49037835597736,9.75,6.639120207533742
1400,126.68194592182178,10.5,6.654812566367472
1500,132.8735134876662,11.25,6.676198334891046
1600,139.0650810535106,12.0,6.705118698052013
1700,145.25664861935502,12.75,6.743918633634158
1800,151.44821618519944,13.5,6.7955431094894205
1900,157.63978375104386,14.25,6.863628751346075
2000,163.83135131688826,15.0,6.952573432058738
2100,170.02291888273265,15.75,7.067555077966325
2200,176.21448644857708,16.5,7.214456127259639
2300,182.4060540144215,17.25,7.39963247436132
2400,188.59762158026592,18.0,7.629449050959681
2500,194.78918914611032,18.75,7.909496917308592
2600,200.9807567119547,19.5,8.24342458342732
2700,207.17232427779916,20.25,8.631383145745524
2800,213.36389184364356,21.0,9.06822832199068
2900,219.555459409488,21.75,9.541857432992009
3000,225.7470269753324,22.5,10.032353027805293
3100,231.9385945411768,23.25,10.512828103657704
3200,238.1301621070212,24.0,10.95276867887736
3300,244.3217296728656,24.75,11.323950704669535
3400,250.51329723871004,25.5,11.607600486277462
3500,256.70486480455446,26.25,11.799934631047725
3600,262.8964323703989,27.0,11.912860776217745
3700,269.08799993624325,27.75,11.9686347962783
3800,275.27956750208773,28.5,11.991030389080455
3900,281.4711350679321,29.25,11.998054851699395
4000,287.6627026337765,30.0,11.99969723100024
4100,293.85427019962094,30.75,11.99996829186921
4200,300.0458377654653,31.5,11.999997928890568
4300,306.2374053313098,32.25,11.999999922784122
4400,312.42897289715415,33.0,11.99999999851821
4500,318.6205404629986,33.75,11.99999999998702
4600,324.812108028843,34.5,11.999999999999956
4700,331.00367559468737,35.25,12.0
4800,337.19524316053185,36.0,12.0
4900,343.38681072637627,36.75,12.0
5000,349.57837829222063,37.5,12.0
5100,355.76994585806506,38.25,12.0
5200,361.9615134239095,39.0,12.0
5300,368.1530809897539,39.75,12.0
5400,374.3446485555983,40.5,12.0
5500,380.5362161214427,41.25,12.0
5600,386.7277836872871,42.0,12.0
5700,392.91935125313154,42.75,12.0
5800,399.110918818976,43.5,12.0
5900,405.3024863848204,44.25,12.0
6000,411.4940539506648,45.0,12.0
6100,417.6856215165092,45.75,12.0
6200,423.8771890823536,46.5,12.0
6300,430.068756648198,47.25,12.0
6400,436.2603242140424,48.0,12.0
6500,442.45189177988686,48.75,12.0
6600,448.6434593457312,49.5,12.0
6700,454.83502691157565,50.25,12.0
6800,461.0265944774201,51.0,12.0
6900,467.2181620432645,51.75,12.0
7000,473.4097296091089,52.5,12.0
7100,479.60129717495334,53.25,12.0
7200,485.7928647407977,54.0,12.0
7300,491.9844323066422,54.75,12.0
7400,498.1759998724865,55.5,12.0
7500,504.367567438331,56.25,12.0
7600,510.5591350041754,57.0,12.0
7700,516.7507025700197,57.75,12.0
7800,522.9422701358642,58.5,12.0
7900,529.1338377017087,59.25,12.0
0,40.0,0.0,6.6
100,45.67252671690887,0.75,6.600129984424692
200,51.345053433817746,1.5,6.600321166616167
300,57.017580150726616,2.25,6.600599982947745
400,62.69010686763549,3.0,6.601003276201884
500,68.36263358454435,3.75,6.601581994035273
600,74.03516030145323,4.5,6.602406057966981
700,79.7076870183621,5.25,6.60357072463147
800,85.38021373527098,6.0,6.605204833131939
900,91.05274045217983,6.75,6.60748141431986
1000,96.72526716908872,7.5,6.61063122776687
1100,102.3977938859976,8.25,6.614959885444268
1200,108.07032060290646,9.0,6.620869308587893
1300,113.74284731981534,9.75,6.628884329670096
1400,119.4153740367242,10.5,6.63968526747346
1500,125.08790075363308,11.25,6.654147225758175
1600,130.76042747054197,12.0,6.673386625967328
1700,136.43295418745083,12.75,6.698814977785813
1800,142.1054809043597,13.5,6.73219896684574
1900,147.77800762126856,14.25,6.775724385823487
2000,153.45053433817742,15.0,6.8320589770963505
2100,159.12306105508634,15.75,6.904405559826562
2200,164.7955877719952,16.5,6.996531542038331
2300,170.46811448890406,17.25,7.112753843545223
2400,176.14064120581293,18.0,7.257849517375787
2500,181.8131679227218,18.75,7.43685290470105
2600,187.48569463963068,19.5,7.654692447653913
2700,193.1582213565395,20.25,7.915619197702858
2800,198.8307480734484,21.0,8.22239276808678
2900,204.50327479035727,21.75,8.575230496295696
3000,210.17580150726616,22.5,8.970604411559698
3100,215.84832822417505,23.25,9.400094665898273
3200,221.5208549410839,24.0,9.849663808913755
3300,227.19338165799277,24.75,10.299850770334755
3400,232.86590837490164,25.5,10.727390779161114
3500,238.53843509181053,26.25,11.108507044659053
3600,244.2109618087194,27.0,11.423501116079557
3700,249.88348852562825,27.75,11.66140652632392
3800,255.55601524253711,28.5,11.822817650725185
3900,261.22854195944603,29.25,11.919238713834943
4000,266.90106867635484,30.0,11.968775756486446
4100,272.57359539326376,30.75,11.99007396645324
4200,278.2461221101727,31.5,11.99749808669698
4300,283.9186488270815,32.25,11.999520714712933
4400,289.5911755439904,33.0,11.999933568502986
4500,295.2637022608992,33.75,11.999993707192107
4600,300.9362289778081,34.5,11.99999961861228
4700,306.608755694717,35.25,11.99999998629417
4800,312.28128241162585,36.0,11.999999999732427
4900,317.9538091285347,36.75,11.999999999997431
5000,323.6263358454436,37.5,11.999999999999988
5100,329.2988625623525,38.25,12.0
5200,334.97138927926136,39.0,12.0
5300,340.6439159961702,39.75,12.0
5400,346.3164427130791,40.5,12.0
5500,351.98896942998795,41.25,12.0
5600,357.6614961468968,42.0,12.0
5700,363.3340228638057,42.75,12.0
5800,369.00654958071453,43.5,12.0
5900,374.67907629762345,44.25,12.0
6000,380.3516030145323,45.0,12.0
6100,386.0241297314412,45.75,12.0
6200,391.6966564483501,46.5,12.0
6300,397.3691831652589,47.25,12.0
6400,403.0417098821678,48.0,12.0
6500,408.7142365990767,48.75,12.0
6600,414.38676331598555,49.5,12.0
6700,420.0592900328944,50.25,12.0
6800,425.7318167498033,51.0,12.0
6900,431.4043434667122,51.75,12.0
7000,437.07687018362105,52.5,12.0
7100,442.7493969005299,53.25,12.0
7200,448.4219236174388,54.0,12.0
7300,454.0944503343477,54.75,12.0
7400,459.7669770512565,55.5,12.0
7500,465.43950376816537,56.25,12.0
7600,471.11203048507423,57.0,12.0
7700,476.78455720198315,57.75,12.0
7800,482.457083918892,58.5,12.0
7900,488.129610635801,59.25,12.0
0,40.0,0.0,6.6
100,44.1710419034438,0.75,6.60011719409614
200,48.3420838068876,1.5,6.6002732236761155
300,52.513125710331394,2.25,6.600479990011976
400,56.684167613775195,3.0,6.600752744800726
500,60.85520951721899,3.75,6.6011109490173085
600,65.02625142066279,4.5,6.601579329689077
700,69.1972933241066,5.25,6.602189174700533
800,73.36833522755039,6.0,6.602979912529252
900,77.53937713099418,6.75,6.604001031398774
1000,81.71041903443798,7.5,6.605314400678437
1100,85.88146093788177,8.25,6.606997066360498
1200,90.05250284132558,9.0,6.6091446018935205
1300,94.22354474476936,9.75,6.611875105184815
1400,98.39458664821318,10.5,6.615333941617296
1500,102.56562855165696,11.25,6.619699340552822
1600,106.73667045510078,12.0,6.625188957665163
1700,110.90771235854456,12.75,6.63206751559826
1800,115.07875426198837,13.5,6.640655628084144
1900,119.24979616543216,14.25,6.651339893876219
2000,123.42083806887597,15.0,6.664584311307271
2100,127.59187997231976,15.75,6.680943004775308
2200,131.76292187576354,16.5,6.701074161533111
2300,135.93396377920735,17.25,6.725754938672409
2400,140.10500568265115,18.0,6.755896901064002
2500,144.27604758609493,18.75,6.7925612732497225
2600,148.44708948953874,19.5,6.836972911675032
2700,152.61813139298255,20.25,6.890531407607224
2800,156.78917329642636,21.0,6.954817098322607
2900,160.96021519987016,21.75,7.031588987287764
3000,165.13125710331394,22.5,7.1227706663928085
3100,169.30229900675772,23.25,7.23041934512448
3200,173.47334091020156,24.0,7.356672133303601
3300,177.64438281364534,24.75,7.503662996012337
3400,181.81542471708912,25.5,7.673403625854162
3500,185.98646662053292,26.25,7.8676223370895055
3600,190.15750852397673,27.0,8.087557620991417
3700,194.32855042742057,27.75,8.333707979644624
3800,198.49959233086432,28.5,8.60554783787436
3900,202.67063423430812,29.25,8.901231197985078
4000,206.8416761377519,30.0,9.217319973978366
4100,211.0127180411957,30.75,9.548590931230937
4200,215.18375994463952,31.5,9.887990030310462
4300,219.35480184808333,32.25,10.226809284470107
4400,223.5258437515271,33.0,10.555150337039684
4500,227.6968856549709,33.75,10.862702072235455
4600,231.8679275584147,34.5,11.139792187097632
4700,236.0389694618585,35.25,11.378580886573948
4800,240.2100113653023,36.0,11.57417132880205
4900,244.3810532687461,36.75,11.725355670913714
5000,248.5520951721899,37.5,11.834742917047508
5100,252.72313707563367,38.25,11.908151719894454
5200,256.8941789790775,39.0,11.953375610555357
5300,261.06522088252126,39.75,11.978656053935744
5400,265.2362627859651,40.5,11.9913133364401
5500,269.4073046894089,41.25,11.99690701218238
5600,273.5783465928527,42.0,11.99905369732715
5700,277.7493884962965,42.75,11.99975619268162
5800,281.9204303997403,43.5,11.99994828394446
5900,286.0914723031841,44.25,11.999991193287324
6000,290.2625142066279,45.0,11.999998829443268
6100,294.43355611007166,45.75,11.999999882308234
6200,298.60459801351544,46.5,11.999999991355809
6300,302.7756399169592,47.25,11.99999999955384
6400,306.9466818204031,48.0,11.999999999984498
6500,311.1177237238469,48.75,11.999999999999654
6600,315.2887656272907,49.5,11.999999999999996
6700,319.45980753073445,50.25,12.0
6800,323.6308494341783,51.0,12.0
6900,327.80189133762207,51.75,12.0
7000,331.97293324106585,52.5,12.0
7100,336.1439751445096,53.25,12.0
7200,340.31501704795346,54.0,12.0
7300,344.4860589513973,54.75,12.0
7400,348.6571008548411,55.5,12.0
7500,352.82814275828486,56.25,12.0
7600,356.99918466172863,57.0,12.0
7700,361.17022656517247,57.75,12.0
7800,365.34126846861625,58.5,12.0
7900,369.51231037206,59.25,12.0
0,40.0,0.0,6.6
100,44.98703916388016,0.75,6.600123990046525
